source_term,canonical_zh_cn,status,source_kinds,matched_terms,occurrences
プロフェッショナル活動への道,プロフェッショナル活動への道,untranslated,admonition,,docs/garments/dress.md:479
プロフェッショナル活用,プロフェッショナル活用,constrained,heading,活用,docs/advanced/everywear-integration.md:521
プロポーション,プロポーション,untranslated,bold,,docs/garments/dress.md:380
プロポーション調整,プロポーション调整,composed,bold,調整,docs/workflows/avatar-modification.md:412
プロレベルIK活用術,プロレベルIK活用術,constrained,heading,IK|活用,docs/advanced/ik-joint-mapping.md:369
プロレベルの動作品質で、日本のVRChatクリエイターシーンを牽引する存在を目指してください！,プロレベルの動作品質で、日本のVRChatクリエイターシーンを牽引する存在を目指してください！,constrained,bold,VRChat,docs/advanced/ik-joint-mapping.md:467
プロンプト,提示词,direct,term_def|bold,プロンプト,docs/basics/terminology.md:39|docs/basics/terminology.md:39
プロンプト作成,提示词制作,composed,bold,プロンプト|作成|制作,docs/basics/ai-features.md:169
プロンプト例,提示词例,composed,bold,プロンプト,docs/basics/ai-features.md:44|docs/basics/ai-features.md:82
プロンプト最適化,提示词优化,composed,bold,プロンプト|最適化,docs/advanced/md2025-features.md:386
プロ仕様のエクスポート設定,プロ仕様のエクスポート设置,composed,heading,設定,docs/garments/swimwear.md:552
プロ仕様の物理設定,プロ仕様の物理设置,composed,bold,物理設定,docs/garments/swimwear.md:293
プロ向け分析技術,プロ向け分析技术,composed,link_text,技術,docs/optimization/performance-analysis.md:439
プロ向け分析技術](../advanced/professional-techniques.md),プロ向け分析技术](../advanced/professional-techniques.md),composed,bold,技術,docs/optimization/performance-analysis.md:439
プロ向け最適化技術,プロ向け优化技术,composed,link_text,技術|最適化,docs/optimization/mobile-compatibility.md:569
プロ向け最適化技術](../advanced/professional-techniques.md),プロ向け优化技术](../advanced/professional-techniques.md),composed,bold,技術|最適化,docs/optimization/mobile-compatibility.md:569
プロ品質のための裏地構造,プロ品質のための裏地结构,composed,bold,構造,docs/garments/swimwear.md:329
ヘルプ」,ヘルプ」,untranslated,bold,,docs/setup/software-check.md:19
ベベル,倒角,direct,term_def|bold,ベベル,docs/basics/terminology.md:177|docs/basics/terminology.md:177
ベルトループ,ベルトループ,untranslated,bold,,docs/garments/casual-wear.md:178
ベルトループの追加,ベルトループの追加,untranslated,bold,,docs/garments/casual-wear.md:226
ベンド（Bend）,Bend,direct,term_def|bold,ベンド（Bend）,docs/basics/terminology.md:210|docs/basics/terminology.md:210
ベース ブロック,ベース 块,composed,bold,ブロック,docs/workflows/modular-garments.md:83
ベーステクスチャ,ベーステクスチャ,untranslated,bold,,docs/basics/ai-features.md:112
ベースパターンの構築,ベース版型の構築,composed,heading,パターン,docs/garments/swimwear.md:152
ベータ版の注意,ベータ版の注意,untranslated,bold,,docs/basics/ai-features.md:163
ベータ版機能,ベータ版機能,untranslated,bold,,docs/basics/ai-features.md:9
ボックスモデリング,盒式建模,direct,term_def|bold,ボックスモデリング,docs/basics/terminology.md:174|docs/basics/terminology.md:174
ボディス-スカート接続,ボディス-スカート接続,untranslated,bold,,docs/garments/dress.md:255
ボディス-袖接続,ボディス-袖接続,untranslated,bold,,docs/garments/dress.md:256
ボディスの縫製と調整,ボディスの缝合と调整,composed,heading,縫製|調整,docs/garments/dress.md:158
ボディスーツ,ボディスーツ,untranslated,bold,,docs/garments/swimwear.md:653
ボディス寸法,ボディス寸法,untranslated,bold,,docs/garments/dress.md:95
ボディス部分,ボディス部分,untranslated,bold,,docs/garments/dress.md:71
ボトムス,ボトムス,untranslated,bold,,docs/garments/casual-wear.md:274
ボトムス ブロック,ボトムス 块,composed,bold,ブロック,docs/workflows/modular-garments.md:90
ボトムレイヤー（デニム）,ボトムレイヤー（牛仔布）,composed,bold,デニム,docs/garments/casual-wear.md:298
ボトルネック特定方法,ボトルネック特定方法,untranslated,bold,,docs/unity/fbx-to-vrchat-complete-guide.md:964
ボーン,骨骼,direct,term_def|bold,ボーン,docs/basics/terminology.md:77|docs/basics/terminology.md:77|docs/workflows/avatar-import.md:204|docs/workflows/avatar-import.md:204
ボーンが201本以上,骨骼が201本以上,composed,bold,ボーン,docs/optimization/very-poor-escape.md:105
ボーンウェイトの検証と調整,骨骼ウェイトの検証と调整,composed,heading,ボーン|調整,docs/unity/fbx-to-vrchat-complete-guide.md:496
ボーンウェイトの確認,骨骼ウェイトの确认,composed,bold,ボーン|確認,docs/unity/project-setup.md:202
ボーン名,骨骼名,composed,bold,ボーン,docs/workflows/avatar-modification.md:551
ボーン数,骨骼数量,direct,term_def|bold,ボーン数,docs/basics/terminology.md:96|docs/basics/terminology.md:96
ボーン構造,骨骼结构,composed,bold,ボーン|構造,docs/workflows/avatar-modification.md:356
ボーン構造の破損,骨骼结构の破損,composed,bold,ボーン|構造,docs/unity/fbx-to-vrchat-complete-guide.md:104
ボーン構造の統合とリギング,骨骼结构の集成と绑定,composed,heading,ボーン|リギング|構造|統合,docs/unity/project-setup.md:198
ボーン構造保持,骨骼结构保持,composed,bold,ボーン|構造,docs/basics/md-interface.md:286
ボーン設定の確認,骨骼设置の确认,composed,bold,ボーン|確認|設定,docs/unity/project-setup.md:366
ポケット制作手順,ポケット制作步骤,composed,bold,制作|手順,docs/garments/casual-wear.md:133
ポケット形状の設計,ポケット形状の設計,untranslated,bold,,docs/garments/casual-wear.md:126
ポストプロダクション,ポストプロダクション,untranslated,term_def|bold,,docs/basics/terminology.md:361|docs/basics/terminology.md:361
ポリエステル,涤纶,direct,term_def|bold,ポリエステル,docs/basics/terminology.md:203|docs/basics/terminology.md:203
ポリゴン,多边形,direct,term_def|bold,ポリゴン,docs/basics/terminology.md:167|docs/basics/terminology.md:167
ポリゴン数,多边形数量,direct,term_def|bold,ポリゴン数,docs/basics/terminology.md:94|docs/basics/terminology.md:244|docs/basics/terminology.md:94|docs/basics/terminology.md:244|docs/workflows/avatar-modification.md:351|docs/workflows/avatar-modification.md:550
"ポリゴン数が20,000以上","多边形数量が20,000以上",composed,bold,ポリゴン数,docs/optimization/very-poor-escape.md:102
ポリゴン数と品質のバランス,多边形数量と品質のバランス,composed,heading,ポリゴン数,docs/basics/basic-concepts.md:53
ポリゴン数の内訳分析,多边形数量の构成分析,composed,admonition,ポリゴン数|内訳,docs/optimization/performance-analysis.md:169
ポリゴン数の削減,多边形数量の削減,composed,bold,ポリゴン数,docs/garments/casual-wear.md:556
ポリゴン数分析,多边形数量分析,composed,heading,ポリゴン数,docs/optimization/performance-analysis.md:167
ポリゴン数制御,多边形数量控制,composed,bold,ポリゴン数|制御,docs/garments/dress.md:339
ポリゴン数最適化,多边形数量优化,composed,bold,ポリゴン数|最適化,docs/garments/one-piece.md:392
ポリゴン数管理,多边形数量管理,composed,bold,ポリゴン数,docs/garments/casual-wear.md:363|docs/garments/skirt.md:327
ポリゴン最適化,多边形优化,composed,bold,ポリゴン|最適化,docs/basics/basic-concepts.md:162
ポリゴン最適化 ★★★,多边形优化 ★★★,composed,heading,ポリゴン|最適化,docs/basics/terminology.md:243
ポリゴン最適化戦略,多边形优化戦略,composed,heading,ポリゴン|最適化,docs/physics/optimization.md:61
ポーズエディター,Pose Editor,direct,term_def|bold,ポーズエディター,docs/basics/terminology.md:48|docs/basics/terminology.md:48
ポーズ変更の手順,ポーズ変更の步骤,composed,bold,手順,docs/workflows/avatar-import.md:103
ポートフォリオ構築,ポートフォリオ構築,untranslated,bold,,docs/resources/clo-set-connect.md:175
マスターからの最後のメッセージ,マスターからの最後のメッセージ,untranslated,heading,,docs/garments/dress.md:529
マスターレベルの技術理解,マスターレベルの技术理解,composed,heading,技術|理解,docs/unity/fbx-to-vrchat-complete-guide.md:1032
マッピング失敗の影響,マッピング失败の影響,composed,bold,失敗,docs/advanced/ik-joint-mapping.md:84
マッピング確認項目,マッピング确认項目,composed,bold,確認,docs/advanced/ik-joint-mapping.md:123
マテリアル,材质,direct,term_def|bold,マテリアル,docs/basics/terminology.md:134|docs/basics/terminology.md:134|docs/workflows/avatar-import.md:206|docs/workflows/avatar-import.md:206
マテリアルエディター,材质编辑器,direct,term_def|bold,マテリアルエディター,docs/basics/terminology.md:54|docs/basics/terminology.md:54
マテリアルスロット数,材质槽数量,direct,term_def|bold,マテリアルスロット数,docs/basics/terminology.md:97|docs/basics/terminology.md:97
マテリアル・シェーダー開発,材质・Shader开发,composed,bold,シェーダー|マテリアル|開発,docs/resources/advanced-resources.md:58
マテリアル・テクスチャ最適化,材质・テクスチャ优化,composed,heading,マテリアル|最適化,docs/physics/optimization.md:104
マテリアル・色彩の統合表現,材质・色彩の集成表現,composed,heading,マテリアル|統合,docs/garments/one-piece.md:364
